wav_path,transcript,label
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-05-01-02-02-06.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-05-02-01-01-06.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-05-02-01-02-06.wav,kid  they're talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-05-02-02-01-06.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-05-02-02-02-06.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-01-01-01-06.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-01-01-02-06.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-01-02-01-06.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-01-02-02-06.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-02-01-01-06.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-02-01-02-06.wav,kids  they're talking mind to door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-02-02-01-06.wav,drugs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-06-02-02-02-06.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-01-01-01-06.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-01-01-02-06.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-01-02-01-06.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-01-02-02-06.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-02-01-01-06.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-02-01-02-06.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-02-02-01-06.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-07-02-02-02-06.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-01-01-01-06.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-01-01-02-06.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-01-02-01-06.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-01-02-02-06.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-02-01-01-06.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-02-01-02-06.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-02-02-01-06.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_06\03-01-08-02-02-02-06.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-01-01-01-01-07.wav,kids are talking by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-01-01-01-02-07.wav,kids are talking by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-01-01-02-01-07.wav,dogs are sitting by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-01-01-02-02-07.wav,dogs are sitting by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-01-01-01-07.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-01-01-02-07.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-01-02-01-07.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-01-02-02-07.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-02-01-01-07.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-02-01-02-07.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-02-02-01-07.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-02-02-02-02-07.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-01-01-01-07.wav,kids are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-01-01-02-07.wav,kids are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-01-02-01-07.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-01-02-02-07.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-02-01-01-07.wav,kids are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-02-01-02-07.wav,kiss are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-02-02-01-07.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-03-02-02-02-07.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-01-01-01-07.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-01-01-02-07.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-01-02-01-07.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-01-02-02-07.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-02-01-01-07.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-02-01-02-07.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-02-02-01-07.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-04-02-02-02-07.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-01-01-01-07.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-01-01-02-07.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-01-02-01-07.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-01-02-02-07.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-02-01-01-07.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-02-01-02-07.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-02-02-01-07.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-05-02-02-02-07.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-01-01-01-07.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-01-01-02-07.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-01-02-01-07.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-01-02-02-07.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-02-01-01-07.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-02-01-02-07.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-02-02-01-07.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-06-02-02-02-07.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-01-01-01-07.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-01-01-02-07.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-01-02-01-07.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-01-02-02-07.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-02-01-01-07.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-02-01-02-07.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-02-02-01-07.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-07-02-02-02-07.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-01-01-01-07.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-01-01-02-07.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-01-02-01-07.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-01-02-02-07.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-02-01-01-07.wav,cates are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-02-01-02-07.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-02-02-01-07.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_07\03-01-08-02-02-02-07.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-01-01-01-01-08.wav,kids are talking by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-01-01-01-02-08.wav,kids are talking by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-01-01-02-01-08.wav,the dogs are sitting by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-01-01-02-02-08.wav,dogs are sitting by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-01-01-01-08.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-01-01-02-08.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-01-02-01-08.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-01-02-02-08.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-02-01-01-08.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-02-01-02-08.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-02-02-01-08.wav,dogs are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-02-02-02-02-08.wav,talks are sitting by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-01-01-01-08.wav,hits are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-01-01-02-08.wav,kids are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-01-02-01-08.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-01-02-02-08.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-02-01-01-08.wav,kids are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-02-01-02-08.wav,kids are talking by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-02-02-01-08.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-03-02-02-02-08.wav,dogs are sitting by the door,happy
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-01-01-01-08.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-01-01-02-08.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-01-02-01-08.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-01-02-02-08.wav,the dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-02-01-01-08.wav,kids are talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-02-01-02-08.wav,get their talking by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-02-02-01-08.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-04-02-02-02-08.wav,dogs are sitting by the door,sad
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-01-01-01-08.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-01-01-02-08.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-01-02-01-08.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-01-02-02-08.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-02-01-01-08.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-02-01-02-08.wav,kids are talking by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-02-02-01-08.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-05-02-02-02-08.wav,dogs are sitting by the door,angry
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-01-01-01-08.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-01-01-02-08.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-01-02-01-08.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-01-02-02-08.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-02-01-01-08.wav,kids are talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-02-01-02-08.wav,kid  they're talking by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-02-02-01-08.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-06-02-02-02-08.wav,dogs are sitting by the door,fearful
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-01-01-01-08.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-01-01-02-08.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-01-02-01-08.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-01-02-02-08.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-02-01-01-08.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-02-01-02-08.wav,kids are talking by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-02-02-01-08.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-07-02-02-02-08.wav,dogs are sitting by the door,disgust
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-01-01-01-08.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-01-01-02-08.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-01-02-01-08.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-01-02-02-08.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-02-01-01-08.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-02-01-02-08.wav,kids are talking by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-02-02-01-08.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_08\03-01-08-02-02-02-08.wav,dogs are sitting by the door,surprised
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-01-01-01-01-09.wav,kids are talking by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-01-01-01-02-09.wav,kids are talking by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-01-01-02-01-09.wav,dogs are sitting by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-01-01-02-02-09.wav,dogs are sitting by the door,neutral
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-02-01-01-01-09.wav,kids are talking by the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-02-01-01-02-09.wav,kids who are talking about the door,calm
C:\Users\Harshil\Documents\Codes\emotion-detection-multimodal\data\ravdess-emotional-speech-audio\versions\1\Actor_09\03-01-02-01-02-01-09.wav,dogs are sitting by the door,calm
